hosp,type,province
132,confirmed,Markazi
138,confirmed,Markazi
136,confirmed,Markazi
130,confirmed,Markazi
131,confirmed,Markazi
131,confirmed,Markazi
129,confirmed,Markazi
133,confirmed,Markazi
127,confirmed,Markazi
128,confirmed,Markazi
128,confirmed,Markazi
124,confirmed,Markazi
120,confirmed,Markazi
114,confirmed,Markazi
107,confirmed,Markazi
106,confirmed,Markazi
98,confirmed,Markazi
92,confirmed,Markazi
86,confirmed,Markazi
83,confirmed,Markazi
81,confirmed,Markazi
78,confirmed,Markazi
72,confirmed,Markazi
70,confirmed,Markazi
68,confirmed,Markazi
68,confirmed,Markazi
65,confirmed,Markazi
59,confirmed,Markazi
57,confirmed,Markazi
55,confirmed,Markazi
52,confirmed,Markazi
49,confirmed,Markazi
46,confirmed,Markazi
42,confirmed,Markazi
41,confirmed,Markazi
39,confirmed,Markazi
38,confirmed,Markazi
35,confirmed,Markazi
33,confirmed,Markazi
32,confirmed,Markazi
35,confirmed,Markazi
33,confirmed,Markazi
31,confirmed,Markazi
29,confirmed,Markazi
27,confirmed,Markazi
28,confirmed,Markazi
28,confirmed,Markazi
29,confirmed,Markazi
30,confirmed,Markazi
31,confirmed,Markazi
30,confirmed,Markazi
30,confirmed,Markazi
32,confirmed,Markazi
30,confirmed,Markazi
27,confirmed,Markazi
27,confirmed,Markazi
26,confirmed,Markazi
27,confirmed,Markazi
28,confirmed,Markazi
24,confirmed,Markazi
23,confirmed,Markazi
23,confirmed,Markazi
23,confirmed,Markazi
24,confirmed,Markazi
24,confirmed,Markazi
24,confirmed,Markazi
27,confirmed,Markazi
27,confirmed,Markazi
27,confirmed,Markazi
27,confirmed,Markazi
27,confirmed,Markazi
26,confirmed,Markazi
28,confirmed,Markazi
27,confirmed,Markazi
27,confirmed,Markazi
26,confirmed,Markazi
27,confirmed,Markazi
29,confirmed,Markazi
30,confirmed,Markazi
32,confirmed,Markazi
33,confirmed,Markazi
36,confirmed,Markazi
37,confirmed,Markazi
38,confirmed,Markazi
39,confirmed,Markazi
40,confirmed,Markazi
41,confirmed,Markazi
45,confirmed,Markazi
48,confirmed,Markazi
50,confirmed,Markazi
53,confirmed,Markazi
55,confirmed,Markazi
57,confirmed,Markazi
57,confirmed,Markazi
58,confirmed,Markazi
55,confirmed,Markazi
59,confirmed,Markazi
60,confirmed,Markazi
64,confirmed,Markazi
65,confirmed,Markazi
69,confirmed,Markazi
72,confirmed,Markazi
76,confirmed,Markazi
73,confirmed,Markazi
75,confirmed,Markazi
79,confirmed,Markazi
83,confirmed,Markazi
85,confirmed,Markazi
87,confirmed,Markazi
89,confirmed,Markazi
97,confirmed,Markazi
96,confirmed,Markazi
100,confirmed,Markazi
102,confirmed,Markazi
105,confirmed,Markazi
108,confirmed,Markazi
112,confirmed,Markazi
113,confirmed,Markazi
115,confirmed,Markazi
114,confirmed,Markazi
112,confirmed,Markazi
113,confirmed,Markazi
114,confirmed,Markazi
111,confirmed,Markazi
109,confirmed,Markazi
114,confirmed,Markazi
116,confirmed,Markazi
122,confirmed,Markazi
120,confirmed,Markazi
124,confirmed,Markazi
128,confirmed,Markazi
133,confirmed,Markazi
131,confirmed,Markazi
129,confirmed,Markazi
129,confirmed,Markazi
131,confirmed,Markazi
126,confirmed,Markazi
123,confirmed,Markazi
119,confirmed,Markazi
117,confirmed,Markazi
115,confirmed,Markazi
111,confirmed,Markazi
105,confirmed,Markazi
104,confirmed,Markazi
18,suspected,Markazi
23,suspected,Markazi
32,suspected,Markazi
41,suspected,Markazi
53,suspected,Markazi
60,suspected,Markazi
68,suspected,Markazi
74,suspected,Markazi
78,suspected,Markazi
81,suspected,Markazi
89,suspected,Markazi
92,suspected,Markazi
96,suspected,Markazi
95,suspected,Markazi
104,suspected,Markazi
104,suspected,Markazi
101,suspected,Markazi
97,suspected,Markazi
94,suspected,Markazi
94,suspected,Markazi
96,suspected,Markazi
86,suspected,Markazi
86,suspected,Markazi
85,suspected,Markazi
82,suspected,Markazi
81,suspected,Markazi
73,suspected,Markazi
69,suspected,Markazi
69,suspected,Markazi
66,suspected,Markazi
64,suspected,Markazi
63,suspected,Markazi
67,suspected,Markazi
70,suspected,Markazi
72,suspected,Markazi
78,suspected,Markazi
78,suspected,Markazi
76,suspected,Markazi
83,suspected,Markazi
83,suspected,Markazi
88,suspected,Markazi
92,suspected,Markazi
89,suspected,Markazi
90,suspected,Markazi
95,suspected,Markazi
90,suspected,Markazi
84,suspected,Markazi
79,suspected,Markazi
70,suspected,Markazi
69,suspected,Markazi
66,suspected,Markazi
59,suspected,Markazi
55,suspected,Markazi
54,suspected,Markazi
54,suspected,Markazi
52,suspected,Markazi
50,suspected,Markazi
50,suspected,Markazi
53,suspected,Markazi
51,suspected,Markazi
49,suspected,Markazi
45,suspected,Markazi
48,suspected,Markazi
46,suspected,Markazi
43,suspected,Markazi
40,suspected,Markazi
39,suspected,Markazi
39,suspected,Markazi
36,suspected,Markazi
34,suspected,Markazi
33,suspected,Markazi
35,suspected,Markazi
35,suspected,Markazi
36,suspected,Markazi
36,suspected,Markazi
39,suspected,Markazi
36,suspected,Markazi
36,suspected,Markazi
35,suspected,Markazi
35,suspected,Markazi
32,suspected,Markazi
33,suspected,Markazi
31,suspected,Markazi
32,suspected,Markazi
34,suspected,Markazi
31,suspected,Markazi
32,suspected,Markazi
32,suspected,Markazi
33,suspected,Markazi
32,suspected,Markazi
31,suspected,Markazi
30,suspected,Markazi
31,suspected,Markazi
31,suspected,Markazi
31,suspected,Markazi
30,suspected,Markazi
34,suspected,Markazi
34,suspected,Markazi
34,suspected,Markazi
33,suspected,Markazi
32,suspected,Markazi
32,suspected,Markazi
32,suspected,Markazi
32,suspected,Markazi
34,suspected,Markazi
33,suspected,Markazi
35,suspected,Markazi
38,suspected,Markazi
39,suspected,Markazi
41,suspected,Markazi
39,suspected,Markazi
38,suspected,Markazi
39,suspected,Markazi
38,suspected,Markazi
37,suspected,Markazi
38,suspected,Markazi
37,suspected,Markazi
38,suspected,Markazi
39,suspected,Markazi
39,suspected,Markazi
41,suspected,Markazi
43,suspected,Markazi
42,suspected,Markazi
41,suspected,Markazi
44,suspected,Markazi
47,suspected,Markazi
51,suspected,Markazi
54,suspected,Markazi
55,suspected,Markazi
60,suspected,Markazi
61,suspected,Markazi
61,suspected,Markazi
62,suspected,Markazi
63,suspected,Markazi
64,suspected,Markazi
63,suspected,Markazi
61,suspected,Markazi
64,suspected,Markazi
69,suspected,Markazi
72,suspected,Markazi
70,suspected,Markazi
69,suspected,Markazi
72,suspected,Markazi
73,suspected,Markazi
72,suspected,Markazi
70,suspected,Markazi
69,suspected,Markazi
69,suspected,Markazi
69,suspected,Markazi
71,suspected,Markazi
70,suspected,Markazi
72,suspected,Markazi
71,suspected,Markazi
69,suspected,Markazi
71,suspected,Markazi
69,suspected,Markazi
69,suspected,Markazi
71,suspected,Markazi
71,suspected,Markazi
73,suspected,Markazi
76,suspected,Markazi
76,suspected,Markazi
81,suspected,Markazi
80,suspected,Markazi
78,suspected,Markazi
78,suspected,Markazi
71,suspected,Markazi
71,suspected,Markazi
70,suspected,Markazi
68,suspected,Markazi
70,suspected,Markazi
70,suspected,Markazi
67,suspected,Markazi
73,suspected,Markazi
71,suspected,Markazi
67,suspected,Markazi
70,suspected,Markazi
66,suspected,Markazi
66,suspected,Markazi
66,suspected,Markazi
66,suspected,Markazi
70,suspected,Markazi
75,suspected,Markazi
70,suspected,Markazi
74,suspected,Markazi
73,suspected,Markazi
73,suspected,Markazi
65,suspected,Markazi
58,suspected,Markazi
58,suspected,Markazi
59,suspected,Markazi
57,suspected,Markazi
57,suspected,Markazi
56,suspected,Markazi
60,suspected,Markazi
62,suspected,Markazi
58,suspected,Markazi
59,suspected,Markazi
59,suspected,Markazi
60,suspected,Markazi
63,suspected,Markazi
67,suspected,Markazi
71,suspected,Markazi
73,suspected,Markazi
74,suspected,Markazi
76,suspected,Markazi
78,suspected,Markazi
76,suspected,Markazi
77,suspected,Markazi
74,suspected,Markazi
79,suspected,Markazi
79,suspected,Markazi
79,suspected,Markazi
80,suspected,Markazi
83,suspected,Markazi
84,suspected,Markazi
90,suspected,Markazi
90,suspected,Markazi
92,suspected,Markazi
93,suspected,Markazi
93,suspected,Markazi
94,suspected,Markazi
96,suspected,Markazi
95,suspected,Markazi
97,suspected,Markazi
100,suspected,Markazi
100,suspected,Markazi
95,suspected,Markazi
92,suspected,Markazi
90,suspected,Markazi
91,suspected,Markazi
92,suspected,Markazi
93,suspected,Markazi
98,suspected,Markazi
107,suspected,Markazi
110,suspected,Markazi
108,suspected,Markazi
116,suspected,Markazi
116,suspected,Markazi
117,suspected,Markazi
117,suspected,Markazi
114,suspected,Markazi
115,suspected,Markazi
127,suspected,Markazi
115,suspected,Markazi
125,suspected,Markazi
127,suspected,Markazi
131,suspected,Markazi
132,suspected,Markazi
138,suspected,Markazi
138,suspected,Markazi
149,suspected,Markazi
146,suspected,Markazi
135,suspected,Markazi
138,suspected,Markazi
140,suspected,Markazi
137,suspected,Markazi
135,suspected,Markazi
132,suspected,Markazi
126,suspected,Markazi
135,suspected,Markazi
129,suspected,Markazi
128,suspected,Markazi
123,suspected,Markazi
118,suspected,Markazi
114,suspected,Markazi
115,suspected,Markazi
110,suspected,Markazi
112,suspected,Markazi
106,suspected,Markazi
106,suspected,Markazi
105,suspected,Markazi
104,suspected,Markazi
97,suspected,Markazi
95,suspected,Markazi
90,suspected,Markazi
90,suspected,Markazi
88,suspected,Markazi
86,suspected,Markazi
81,suspected,Markazi
83,suspected,Markazi
80,suspected,Markazi
76,suspected,Markazi
76,suspected,Markazi
77,suspected,Markazi
75,suspected,Markazi
75,suspected,Markazi
71,suspected,Markazi
71,suspected,Markazi
70,suspected,Markazi
66,suspected,Markazi
65,suspected,Markazi
62,suspected,Markazi
61,suspected,Markazi
60,suspected,Markazi
56,suspected,Markazi
53,suspected,Markazi
52,suspected,Markazi
50,suspected,Markazi
49,suspected,Markazi
44,suspected,Markazi
44,suspected,Markazi
43,suspected,Markazi
43,suspected,Markazi
43,suspected,Markazi
42,suspected,Markazi
42,suspected,Markazi
43,suspected,Markazi
40,suspected,Markazi
42,suspected,Markazi
41,suspected,Markazi
41,suspected,Markazi
42,suspected,Markazi
43,suspected,Markazi
43,suspected,Markazi
46,suspected,Markazi
44,suspected,Markazi
44,suspected,Markazi
43,suspected,Markazi
43,suspected,Markazi
43,suspected,Markazi
42,suspected,Markazi
42,suspected,Markazi
42,suspected,Markazi
43,suspected,Markazi
43,suspected,Markazi
45,suspected,Markazi
40,suspected,Markazi
39,suspected,Markazi
43,suspected,Markazi
42,suspected,Markazi
42,suspected,Markazi
41,suspected,Markazi
40,suspected,Markazi
43,suspected,Markazi
46,suspected,Markazi
43,suspected,Markazi
44,suspected,Markazi
45,suspected,Markazi
47,suspected,Markazi
47,suspected,Markazi
48,suspected,Markazi
46,suspected,Markazi
47,suspected,Markazi
46,suspected,Markazi
48,suspected,Markazi
48,suspected,Markazi
49,suspected,Markazi
47,suspected,Markazi
49,suspected,Markazi
48,suspected,Markazi
49,suspected,Markazi
44,suspected,Markazi
43,suspected,Markazi
43,suspected,Markazi
45,suspected,Markazi
43,suspected,Markazi
45,suspected,Markazi
43,suspected,Markazi
46,suspected,Markazi
47,suspected,Markazi
46,suspected,Markazi
47,suspected,Markazi
49,suspected,Markazi
48,suspected,Markazi
49,suspected,Markazi
49,suspected,Markazi
46,suspected,Markazi
45,suspected,Markazi
48,suspected,Markazi
47,suspected,Markazi
48,suspected,Markazi
49,suspected,Markazi
50,suspected,Markazi
52,suspected,Markazi
53,suspected,Markazi
51,suspected,Markazi
50,suspected,Markazi
47,suspected,Markazi
47,suspected,Markazi
45,suspected,Markazi
42,suspected,Markazi
43,suspected,Markazi
42,suspected,Markazi
43,suspected,Markazi
42,suspected,Markazi
42,suspected,Markazi
44,suspected,Markazi
48,suspected,Markazi
47,suspected,Markazi
44,suspected,Markazi
42,suspected,Markazi
44,suspected,Markazi
44,suspected,Markazi
45,suspected,Markazi
47,suspected,Markazi
49,suspected,Markazi
55,suspected,Markazi
59,suspected,Markazi
58,suspected,Markazi
65,suspected,Markazi
70,suspected,Markazi
72,suspected,Markazi
73,suspected,Markazi
81,suspected,Markazi
94,suspected,Markazi
109,suspected,Markazi
116,suspected,Markazi
127,suspected,Markazi
136,suspected,Markazi
143,suspected,Markazi
151,suspected,Markazi
154,suspected,Markazi
165,suspected,Markazi
169,suspected,Markazi
175,suspected,Markazi
187,suspected,Markazi
193,suspected,Markazi
205,suspected,Markazi
211,suspected,Markazi
208,suspected,Markazi
211,suspected,Markazi
214,suspected,Markazi
215,suspected,Markazi
218,suspected,Markazi
209,suspected,Markazi
209,suspected,Markazi
211,suspected,Markazi
206,suspected,Markazi
198,suspected,Markazi
189,suspected,Markazi
184,suspected,Markazi
184,suspected,Markazi
175,suspected,Markazi
166,suspected,Markazi
157,suspected,Markazi
154,suspected,Markazi
148,suspected,Markazi
142,suspected,Markazi
131,suspected,Markazi
126,suspected,Markazi
120,suspected,Markazi
124,suspected,Markazi
119,suspected,Markazi
110,suspected,Markazi
106,suspected,Markazi
106,suspected,Markazi
102,suspected,Markazi
98,suspected,Markazi
93,suspected,Markazi
87,suspected,Markazi
88,suspected,Markazi
87,suspected,Markazi
91,suspected,Markazi
93,suspected,Markazi
96,suspected,Markazi
98,suspected,Markazi
104,suspected,Markazi
105,suspected,Markazi
105,suspected,Markazi
102,suspected,Markazi
96,suspected,Markazi
92,suspected,Markazi
90,suspected,Markazi
86,suspected,Markazi
86,suspected,Markazi
87,suspected,Markazi
78,suspected,Markazi
75,suspected,Markazi
81,suspected,Markazi
77,suspected,Markazi
73,suspected,Markazi
71,suspected,Markazi
67,suspected,Markazi
68,suspected,Markazi
72,suspected,Markazi
65,suspected,Markazi
63,suspected,Markazi
62,suspected,Markazi
63,suspected,Markazi
65,suspected,Markazi
68,suspected,Markazi
68,suspected,Markazi
72,suspected,Markazi
74,suspected,Markazi
75,suspected,Markazi
77,suspected,Markazi
75,suspected,Markazi
75,suspected,Markazi
76,suspected,Markazi
73,suspected,Markazi
74,suspected,Markazi
73,suspected,Markazi
72,suspected,Markazi
74,suspected,Markazi
77,suspected,Markazi
81,suspected,Markazi
84,suspected,Markazi
87,suspected,Markazi
88,suspected,Markazi
91,suspected,Markazi
91,suspected,Markazi
92,suspected,Markazi
94,suspected,Markazi
96,suspected,Markazi
99,suspected,Markazi
108,suspected,Markazi
108,suspected,Markazi
113,suspected,Markazi
117,suspected,Markazi
118,suspected,Markazi
119,suspected,Markazi
119,suspected,Markazi
112,suspected,Markazi
120,suspected,Markazi
124,suspected,Markazi
129,suspected,Markazi
133,suspected,Markazi
138,suspected,Markazi
145,suspected,Markazi
154,suspected,Markazi
148,suspected,Markazi
148,suspected,Markazi
155,suspected,Markazi
161,suspected,Markazi
166,suspected,Markazi
167,suspected,Markazi
176,suspected,Markazi
193,suspected,Markazi
201,suspected,Markazi
206,suspected,Markazi
213,suspected,Markazi
221,suspected,Markazi
228,suspected,Markazi
235,suspected,Markazi
235,suspected,Markazi
233,suspected,Markazi
235,suspected,Markazi
234,suspected,Markazi
241,suspected,Markazi
255,suspected,Markazi
247,suspected,Markazi
242,suspected,Markazi
251,suspected,Markazi
258,suspected,Markazi
269,suspected,Markazi
266,suspected,Markazi
259,suspected,Markazi
273,suspected,Markazi
291,suspected,Markazi
292,suspected,Markazi
289,suspected,Markazi
289,suspected,Markazi
295,suspected,Markazi
295,suspected,Markazi
292,suspected,Markazi
284,suspected,Markazi
281,suspected,Markazi
281,suspected,Markazi
272,suspected,Markazi
262,suspected,Markazi
256,suspected,Markazi
250,suspected,Markazi
247,suspected,Markazi
243,suspected,Markazi
228,suspected,Markazi
219,suspected,Markazi
219,suspected,Markazi
213,suspected,Markazi
211,suspected,Markazi
0,confirmed,Hormozgan
1,confirmed,Hormozgan
0,confirmed,Hormozgan
1,confirmed,Hormozgan
1,confirmed,Hormozgan
2,confirmed,Hormozgan
2,confirmed,Hormozgan
2,confirmed,Hormozgan
2,confirmed,Hormozgan
3,confirmed,Hormozgan
3,confirmed,Hormozgan
3,confirmed,Hormozgan
3,confirmed,Hormozgan
5,confirmed,Hormozgan
5,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
7,confirmed,Hormozgan
8,confirmed,Hormozgan
8,confirmed,Hormozgan
8,confirmed,Hormozgan
8,confirmed,Hormozgan
7,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
4,confirmed,Hormozgan
4,confirmed,Hormozgan
3,confirmed,Hormozgan
3,confirmed,Hormozgan
2,confirmed,Hormozgan
3,confirmed,Hormozgan
4,confirmed,Hormozgan
4,confirmed,Hormozgan
5,confirmed,Hormozgan
5,confirmed,Hormozgan
5,confirmed,Hormozgan
5,confirmed,Hormozgan
6,confirmed,Hormozgan
7,confirmed,Hormozgan
7,confirmed,Hormozgan
7,confirmed,Hormozgan
8,confirmed,Hormozgan
9,confirmed,Hormozgan
9,confirmed,Hormozgan
8,confirmed,Hormozgan
7,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
5,confirmed,Hormozgan
4,confirmed,Hormozgan
4,confirmed,Hormozgan
3,confirmed,Hormozgan
4,confirmed,Hormozgan
3,confirmed,Hormozgan
2,confirmed,Hormozgan
3,confirmed,Hormozgan
3,confirmed,Hormozgan
2,confirmed,Hormozgan
3,confirmed,Hormozgan
2,confirmed,Hormozgan
3,confirmed,Hormozgan
3,confirmed,Hormozgan
2,confirmed,Hormozgan
3,confirmed,Hormozgan
3,confirmed,Hormozgan
4,confirmed,Hormozgan
4,confirmed,Hormozgan
4,confirmed,Hormozgan
4,confirmed,Hormozgan
4,confirmed,Hormozgan
4,confirmed,Hormozgan
4,confirmed,Hormozgan
5,confirmed,Hormozgan
5,confirmed,Hormozgan
5,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
7,confirmed,Hormozgan
7,confirmed,Hormozgan
9,confirmed,Hormozgan
9,confirmed,Hormozgan
10,confirmed,Hormozgan
10,confirmed,Hormozgan
10,confirmed,Hormozgan
11,confirmed,Hormozgan
12,confirmed,Hormozgan
11,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
15,confirmed,Hormozgan
15,confirmed,Hormozgan
17,confirmed,Hormozgan
21,confirmed,Hormozgan
22,confirmed,Hormozgan
26,confirmed,Hormozgan
29,confirmed,Hormozgan
31,confirmed,Hormozgan
33,confirmed,Hormozgan
32,confirmed,Hormozgan
34,confirmed,Hormozgan
34,confirmed,Hormozgan
36,confirmed,Hormozgan
38,confirmed,Hormozgan
38,confirmed,Hormozgan
40,confirmed,Hormozgan
42,confirmed,Hormozgan
43,confirmed,Hormozgan
49,confirmed,Hormozgan
54,confirmed,Hormozgan
54,confirmed,Hormozgan
57,confirmed,Hormozgan
57,confirmed,Hormozgan
61,confirmed,Hormozgan
61,confirmed,Hormozgan
60,confirmed,Hormozgan
57,confirmed,Hormozgan
56,confirmed,Hormozgan
56,confirmed,Hormozgan
58,confirmed,Hormozgan
54,confirmed,Hormozgan
55,confirmed,Hormozgan
53,confirmed,Hormozgan
50,confirmed,Hormozgan
51,confirmed,Hormozgan
51,confirmed,Hormozgan
52,confirmed,Hormozgan
54,confirmed,Hormozgan
51,confirmed,Hormozgan
55,confirmed,Hormozgan
57,confirmed,Hormozgan
59,confirmed,Hormozgan
60,confirmed,Hormozgan
62,confirmed,Hormozgan
62,confirmed,Hormozgan
65,confirmed,Hormozgan
63,confirmed,Hormozgan
65,confirmed,Hormozgan
64,confirmed,Hormozgan
61,confirmed,Hormozgan
59,confirmed,Hormozgan
57,confirmed,Hormozgan
56,confirmed,Hormozgan
53,confirmed,Hormozgan
53,confirmed,Hormozgan
50,confirmed,Hormozgan
52,confirmed,Hormozgan
50,confirmed,Hormozgan
48,confirmed,Hormozgan
48,confirmed,Hormozgan
48,confirmed,Hormozgan
43,confirmed,Hormozgan
44,confirmed,Hormozgan
40,confirmed,Hormozgan
37,confirmed,Hormozgan
36,confirmed,Hormozgan
35,confirmed,Hormozgan
35,confirmed,Hormozgan
36,confirmed,Hormozgan
34,confirmed,Hormozgan
34,confirmed,Hormozgan
34,confirmed,Hormozgan
33,confirmed,Hormozgan
30,confirmed,Hormozgan
29,confirmed,Hormozgan
26,confirmed,Hormozgan
27,confirmed,Hormozgan
27,confirmed,Hormozgan
29,confirmed,Hormozgan
30,confirmed,Hormozgan
34,confirmed,Hormozgan
33,confirmed,Hormozgan
34,confirmed,Hormozgan
33,confirmed,Hormozgan
32,confirmed,Hormozgan
30,confirmed,Hormozgan
28,confirmed,Hormozgan
26,confirmed,Hormozgan
24,confirmed,Hormozgan
24,confirmed,Hormozgan
24,confirmed,Hormozgan
25,confirmed,Hormozgan
25,confirmed,Hormozgan
28,confirmed,Hormozgan
26,confirmed,Hormozgan
27,confirmed,Hormozgan
28,confirmed,Hormozgan
27,confirmed,Hormozgan
25,confirmed,Hormozgan
26,confirmed,Hormozgan
24,confirmed,Hormozgan
25,confirmed,Hormozgan
26,confirmed,Hormozgan
24,confirmed,Hormozgan
25,confirmed,Hormozgan
25,confirmed,Hormozgan
26,confirmed,Hormozgan
25,confirmed,Hormozgan
25,confirmed,Hormozgan
26,confirmed,Hormozgan
25,confirmed,Hormozgan
24,confirmed,Hormozgan
25,confirmed,Hormozgan
23,confirmed,Hormozgan
22,confirmed,Hormozgan
21,confirmed,Hormozgan
20,confirmed,Hormozgan
19,confirmed,Hormozgan
19,confirmed,Hormozgan
19,confirmed,Hormozgan
19,confirmed,Hormozgan
19,confirmed,Hormozgan
20,confirmed,Hormozgan
20,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
22,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
20,confirmed,Hormozgan
19,confirmed,Hormozgan
18,confirmed,Hormozgan
19,confirmed,Hormozgan
19,confirmed,Hormozgan
18,confirmed,Hormozgan
18,confirmed,Hormozgan
18,confirmed,Hormozgan
18,confirmed,Hormozgan
18,confirmed,Hormozgan
16,confirmed,Hormozgan
18,confirmed,Hormozgan
18,confirmed,Hormozgan
20,confirmed,Hormozgan
20,confirmed,Hormozgan
19,confirmed,Hormozgan
20,confirmed,Hormozgan
22,confirmed,Hormozgan
19,confirmed,Hormozgan
20,confirmed,Hormozgan
19,confirmed,Hormozgan
20,confirmed,Hormozgan
20,confirmed,Hormozgan
19,confirmed,Hormozgan
21,confirmed,Hormozgan
19,confirmed,Hormozgan
19,confirmed,Hormozgan
20,confirmed,Hormozgan
21,confirmed,Hormozgan
22,confirmed,Hormozgan
23,confirmed,Hormozgan
24,confirmed,Hormozgan
26,confirmed,Hormozgan
26,confirmed,Hormozgan
28,confirmed,Hormozgan
28,confirmed,Hormozgan
29,confirmed,Hormozgan
28,confirmed,Hormozgan
27,confirmed,Hormozgan
25,confirmed,Hormozgan
26,confirmed,Hormozgan
26,confirmed,Hormozgan
25,confirmed,Hormozgan
24,confirmed,Hormozgan
24,confirmed,Hormozgan
25,confirmed,Hormozgan
25,confirmed,Hormozgan
25,confirmed,Hormozgan
23,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
21,confirmed,Hormozgan
20,confirmed,Hormozgan
21,confirmed,Hormozgan
20,confirmed,Hormozgan
19,confirmed,Hormozgan
19,confirmed,Hormozgan
16,confirmed,Hormozgan
14,confirmed,Hormozgan
14,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
11,confirmed,Hormozgan
10,confirmed,Hormozgan
11,confirmed,Hormozgan
9,confirmed,Hormozgan
9,confirmed,Hormozgan
8,confirmed,Hormozgan
7,confirmed,Hormozgan
7,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
5,confirmed,Hormozgan
5,confirmed,Hormozgan
5,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
7,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
7,confirmed,Hormozgan
7,confirmed,Hormozgan
7,confirmed,Hormozgan
7,confirmed,Hormozgan
6,confirmed,Hormozgan
7,confirmed,Hormozgan
7,confirmed,Hormozgan
5,confirmed,Hormozgan
5,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
6,confirmed,Hormozgan
7,confirmed,Hormozgan
8,confirmed,Hormozgan
8,confirmed,Hormozgan
9,confirmed,Hormozgan
9,confirmed,Hormozgan
10,confirmed,Hormozgan
11,confirmed,Hormozgan
11,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
13,confirmed,Hormozgan
13,confirmed,Hormozgan
13,confirmed,Hormozgan
14,confirmed,Hormozgan
14,confirmed,Hormozgan
15,confirmed,Hormozgan
14,confirmed,Hormozgan
12,confirmed,Hormozgan
13,confirmed,Hormozgan
13,confirmed,Hormozgan
12,confirmed,Hormozgan
11,confirmed,Hormozgan
10,confirmed,Hormozgan
11,confirmed,Hormozgan
11,confirmed,Hormozgan
10,confirmed,Hormozgan
11,confirmed,Hormozgan
11,confirmed,Hormozgan
11,confirmed,Hormozgan
12,confirmed,Hormozgan
11,confirmed,Hormozgan
12,confirmed,Hormozgan
11,confirmed,Hormozgan
11,confirmed,Hormozgan
10,confirmed,Hormozgan
11,confirmed,Hormozgan
10,confirmed,Hormozgan
9,confirmed,Hormozgan
9,confirmed,Hormozgan
8,confirmed,Hormozgan
7,confirmed,Hormozgan
8,confirmed,Hormozgan
7,confirmed,Hormozgan
8,confirmed,Hormozgan
8,confirmed,Hormozgan
9,confirmed,Hormozgan
10,confirmed,Hormozgan
11,confirmed,Hormozgan
11,confirmed,Hormozgan
11,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
12,confirmed,Hormozgan
11,confirmed,Hormozgan
10,confirmed,Hormozgan
10,confirmed,Hormozgan
9,confirmed,Hormozgan
9,confirmed,Hormozgan
10,confirmed,Hormozgan
10,confirmed,Hormozgan
10,confirmed,Hormozgan
10,confirmed,Hormozgan
10,confirmed,Hormozgan
10,confirmed,Hormozgan
11,confirmed,Hormozgan
12,confirmed,Hormozgan
13,confirmed,Hormozgan
15,confirmed,Hormozgan
17,confirmed,Hormozgan
19,confirmed,Hormozgan
20,confirmed,Hormozgan
22,confirmed,Hormozgan
24,confirmed,Hormozgan
24,confirmed,Hormozgan
25,confirmed,Hormozgan
28,confirmed,Hormozgan
29,confirmed,Hormozgan
33,confirmed,Hormozgan
35,confirmed,Hormozgan
39,confirmed,Hormozgan
42,confirmed,Hormozgan
46,confirmed,Hormozgan
48,confirmed,Hormozgan
56,confirmed,Hormozgan
58,confirmed,Hormozgan
60,confirmed,Hormozgan
66,confirmed,Hormozgan
68,confirmed,Hormozgan
68,confirmed,Hormozgan
70,confirmed,Hormozgan
68,confirmed,Hormozgan
69,confirmed,Hormozgan
73,confirmed,Hormozgan
69,confirmed,Hormozgan
69,confirmed,Hormozgan
70,confirmed,Hormozgan
72,confirmed,Hormozgan
74,confirmed,Hormozgan
75,confirmed,Hormozgan
74,confirmed,Hormozgan
